image_id,label
200341.jpg,normal
200342.jpg,dead_heart
200343.jpg,brown_spot
200344.jpg,blast
200345.jpg,blast
200346.jpg,brown_spot
200347.jpg,brown_spot
200348.jpg,hispa
200349.jpg,brown_spot
200350.jpg,blast
200351.jpg,blast
200352.jpg,blast
200353.jpg,blast
200354.jpg,downy_mildew
200355.jpg,downy_mildew
200356.jpg,blast
200357.jpg,tungro
200358.jpg,hispa
200359.jpg,downy_mildew
200360.jpg,blast
200361.jpg,brown_spot
200362.jpg,dead_heart
200363.jpg,downy_mildew
200364.jpg,dead_heart
200365.jpg,normal
200366.jpg,blast
200367.jpg,normal
200368.jpg,hispa
200369.jpg,blast
200370.jpg,brown_spot
200371.jpg,blast
200372.jpg,normal
200373.jpg,normal
200374.jpg,brown_spot
200375.jpg,blast
200376.jpg,brown_spot
200377.jpg,normal
200378.jpg,dead_heart
200379.jpg,blast
200380.jpg,normal
200381.jpg,hispa
200382.jpg,normal
200383.jpg,normal
200384.jpg,dead_heart
200385.jpg,hispa
200386.jpg,normal
200387.jpg,bacterial_leaf_blight
200388.jpg,blast
200389.jpg,hispa
200390.jpg,normal
200391.jpg,brown_spot
200392.jpg,normal
200393.jpg,bacterial_panicle_blight
200394.jpg,tungro
200395.jpg,dead_heart
200396.jpg,normal
200397.jpg,blast
200398.jpg,blast
200399.jpg,brown_spot
200400.jpg,hispa
200401.jpg,brown_spot
200402.jpg,normal
200403.jpg,hispa
200404.jpg,hispa
200405.jpg,brown_spot
200406.jpg,tungro
200407.jpg,hispa
200408.jpg,dead_heart
200409.jpg,bacterial_leaf_blight
200410.jpg,normal
200411.jpg,hispa
200412.jpg,tungro
200413.jpg,hispa
200414.jpg,dead_heart
200415.jpg,dead_heart
200416.jpg,hispa
200417.jpg,brown_spot
200418.jpg,normal
200419.jpg,hispa
200420.jpg,hispa
200421.jpg,hispa
200422.jpg,hispa
200423.jpg,downy_mildew
200424.jpg,brown_spot
200425.jpg,normal
200426.jpg,brown_spot
200427.jpg,brown_spot
200428.jpg,downy_mildew
200429.jpg,blast
200430.jpg,hispa
200431.jpg,tungro
200432.jpg,bacterial_panicle_blight
200433.jpg,hispa
200434.jpg,bacterial_leaf_blight
200435.jpg,hispa
200436.jpg,downy_mildew
200437.jpg,dead_heart
200438.jpg,normal
200439.jpg,normal
200440.jpg,hispa
200441.jpg,hispa
200442.jpg,dead_heart
200443.jpg,blast
200444.jpg,brown_spot
200445.jpg,dead_heart
200446.jpg,brown_spot
200447.jpg,normal
200448.jpg,blast
200449.jpg,blast
200450.jpg,dead_heart
200451.jpg,dead_heart
200452.jpg,brown_spot
200453.jpg,tungro
200454.jpg,blast
200455.jpg,hispa
200456.jpg,normal
200457.jpg,hispa
200458.jpg,blast
200459.jpg,normal
200460.jpg,tungro
200461.jpg,brown_spot
200462.jpg,hispa
200463.jpg,blast
200464.jpg,hispa
200465.jpg,brown_spot
200466.jpg,tungro
200467.jpg,bacterial_leaf_blight
200468.jpg,blast
200469.jpg,brown_spot
200470.jpg,hispa
200471.jpg,brown_spot
200472.jpg,hispa
200473.jpg,normal
200474.jpg,bacterial_leaf_blight
200475.jpg,brown_spot
200476.jpg,dead_heart
200477.jpg,dead_heart
200478.jpg,brown_spot
200479.jpg,normal
200480.jpg,dead_heart
200481.jpg,normal
200482.jpg,blast
200483.jpg,dead_heart
200484.jpg,tungro
200485.jpg,dead_heart
200486.jpg,hispa
200487.jpg,hispa
200488.jpg,brown_spot
200489.jpg,normal
200490.jpg,dead_heart
200491.jpg,blast
200492.jpg,tungro
200493.jpg,dead_heart
200494.jpg,tungro
200495.jpg,hispa
200496.jpg,dead_heart
200497.jpg,normal
200498.jpg,tungro
200499.jpg,dead_heart
200500.jpg,normal
200501.jpg,hispa
200502.jpg,hispa
200503.jpg,hispa
200504.jpg,blast
200505.jpg,hispa
200506.jpg,bacterial_panicle_blight
200507.jpg,downy_mildew
200508.jpg,dead_heart
200509.jpg,tungro
200510.jpg,tungro
200511.jpg,blast
200512.jpg,hispa
200513.jpg,normal
200514.jpg,hispa
200515.jpg,dead_heart
200516.jpg,normal
200517.jpg,normal
200518.jpg,hispa
200519.jpg,brown_spot
200520.jpg,bacterial_leaf_blight
200521.jpg,blast
200522.jpg,dead_heart
200523.jpg,hispa
200524.jpg,tungro
200525.jpg,normal
200526.jpg,hispa
200527.jpg,blast
200528.jpg,dead_heart
200529.jpg,brown_spot
200530.jpg,normal
200531.jpg,hispa
200532.jpg,normal
200533.jpg,hispa
200534.jpg,tungro
200535.jpg,hispa
200536.jpg,blast
200537.jpg,normal
200538.jpg,hispa
200539.jpg,blast
200540.jpg,bacterial_leaf_blight
200541.jpg,bacterial_leaf_blight
200542.jpg,dead_heart
200543.jpg,dead_heart
200544.jpg,hispa
200545.jpg,dead_heart
200546.jpg,normal
200547.jpg,hispa
200548.jpg,downy_mildew
200549.jpg,dead_heart
200550.jpg,tungro
200551.jpg,hispa
200552.jpg,tungro
200553.jpg,normal
200554.jpg,hispa
200555.jpg,hispa
200556.jpg,bacterial_panicle_blight
200557.jpg,hispa
200558.jpg,tungro
200559.jpg,hispa
200560.jpg,normal
200561.jpg,dead_heart
200562.jpg,tungro
200563.jpg,bacterial_leaf_blight
200564.jpg,hispa
200565.jpg,tungro
200566.jpg,bacterial_leaf_blight
200567.jpg,hispa
200568.jpg,bacterial_panicle_blight
200569.jpg,hispa
200570.jpg,dead_heart
200571.jpg,dead_heart
200572.jpg,normal
200573.jpg,dead_heart
200574.jpg,hispa
200575.jpg,normal
200576.jpg,brown_spot
200577.jpg,brown_spot
200578.jpg,hispa
200579.jpg,dead_heart
200580.jpg,blast
200581.jpg,blast
200582.jpg,normal
200583.jpg,brown_spot
200584.jpg,blast
200585.jpg,blast
200586.jpg,dead_heart
200587.jpg,dead_heart
200588.jpg,brown_spot
200589.jpg,normal
200590.jpg,bacterial_leaf_blight
200591.jpg,blast
200592.jpg,normal
200593.jpg,tungro
200594.jpg,dead_heart
200595.jpg,blast
200596.jpg,tungro
200597.jpg,normal
200598.jpg,dead_heart
200599.jpg,bacterial_leaf_blight
200600.jpg,normal
200601.jpg,hispa
200602.jpg,dead_heart
200603.jpg,dead_heart
200604.jpg,normal
200605.jpg,dead_heart
200606.jpg,brown_spot
200607.jpg,hispa
200608.jpg,normal
200609.jpg,hispa
200610.jpg,normal
200611.jpg,tungro
200612.jpg,blast
200613.jpg,tungro
200614.jpg,downy_mildew
200615.jpg,bacterial_leaf_blight
200616.jpg,brown_spot
200617.jpg,hispa
200618.jpg,hispa
200619.jpg,tungro
200620.jpg,dead_heart
200621.jpg,hispa
200622.jpg,dead_heart
200623.jpg,blast
200624.jpg,hispa
200625.jpg,hispa
200626.jpg,bacterial_leaf_blight
200627.jpg,blast
200628.jpg,blast
200629.jpg,tungro
200630.jpg,bacterial_leaf_blight
200631.jpg,downy_mildew
200632.jpg,dead_heart
200633.jpg,brown_spot
200634.jpg,hispa
200635.jpg,normal
200636.jpg,normal
200637.jpg,blast
200638.jpg,blast
200639.jpg,blast
200640.jpg,dead_heart
200641.jpg,hispa
200642.jpg,dead_heart
200643.jpg,hispa
200644.jpg,brown_spot
200645.jpg,tungro
200646.jpg,tungro
200647.jpg,bacterial_panicle_blight
200648.jpg,bacterial_leaf_blight
200649.jpg,hispa
200650.jpg,hispa
200651.jpg,blast
200652.jpg,brown_spot
200653.jpg,hispa
200654.jpg,blast
200655.jpg,brown_spot
200656.jpg,normal
200657.jpg,blast
200658.jpg,tungro
200659.jpg,hispa
200660.jpg,dead_heart
200661.jpg,bacterial_leaf_blight
200662.jpg,normal
200663.jpg,normal
200664.jpg,dead_heart
200665.jpg,bacterial_leaf_blight
200666.jpg,hispa
200667.jpg,blast
200668.jpg,normal
200669.jpg,downy_mildew
200670.jpg,hispa
200671.jpg,blast
200672.jpg,bacterial_panicle_blight
200673.jpg,hispa
200674.jpg,normal
200675.jpg,hispa
200676.jpg,hispa
200677.jpg,normal
200678.jpg,hispa
200679.jpg,blast
200680.jpg,tungro
200681.jpg,blast
200682.jpg,normal
200683.jpg,tungro
200684.jpg,normal
200685.jpg,downy_mildew
200686.jpg,tungro
200687.jpg,dead_heart
200688.jpg,blast
200689.jpg,dead_heart
200690.jpg,normal
200691.jpg,dead_heart
200692.jpg,dead_heart
200693.jpg,blast
200694.jpg,bacterial_leaf_blight
200695.jpg,blast
200696.jpg,downy_mildew
200697.jpg,bacterial_leaf_blight
200698.jpg,normal
200699.jpg,dead_heart
200700.jpg,blast
200701.jpg,brown_spot
200702.jpg,blast
200703.jpg,normal
200704.jpg,dead_heart
200705.jpg,hispa
200706.jpg,dead_heart
200707.jpg,tungro
200708.jpg,hispa
200709.jpg,dead_heart
200710.jpg,hispa
200711.jpg,normal
200712.jpg,normal
200713.jpg,hispa
200714.jpg,downy_mildew
200715.jpg,tungro
200716.jpg,brown_spot
200717.jpg,normal
200718.jpg,downy_mildew
200719.jpg,normal
200720.jpg,dead_heart
200721.jpg,dead_heart
200722.jpg,brown_spot
200723.jpg,hispa
200724.jpg,dead_heart
200725.jpg,normal
200726.jpg,dead_heart
200727.jpg,tungro
200728.jpg,brown_spot
200729.jpg,dead_heart
200730.jpg,dead_heart
200731.jpg,tungro
200732.jpg,normal
200733.jpg,blast
200734.jpg,hispa
200735.jpg,tungro
200736.jpg,hispa
200737.jpg,hispa
200738.jpg,dead_heart
200739.jpg,downy_mildew
200740.jpg,normal
200741.jpg,dead_heart
200742.jpg,dead_heart
200743.jpg,bacterial_leaf_blight
200744.jpg,blast
200745.jpg,tungro
200746.jpg,normal
200747.jpg,brown_spot
200748.jpg,bacterial_leaf_blight
200749.jpg,blast
200750.jpg,bacterial_leaf_blight
200751.jpg,dead_heart
200752.jpg,bacterial_leaf_blight
200753.jpg,blast
200754.jpg,brown_spot
200755.jpg,bacterial_leaf_blight
200756.jpg,bacterial_panicle_blight
200757.jpg,brown_spot
200758.jpg,bacterial_panicle_blight
200759.jpg,blast
200760.jpg,dead_heart
200761.jpg,hispa
200762.jpg,blast
200763.jpg,downy_mildew
200764.jpg,dead_heart
200765.jpg,hispa
200766.jpg,hispa
200767.jpg,blast
200768.jpg,dead_heart
200769.jpg,normal
200770.jpg,dead_heart
200771.jpg,bacterial_leaf_blight
200772.jpg,blast
200773.jpg,dead_heart
200774.jpg,normal
200775.jpg,hispa
200776.jpg,blast
200777.jpg,blast
200778.jpg,normal
200779.jpg,normal
200780.jpg,blast
200781.jpg,blast
200782.jpg,blast
200783.jpg,hispa
200784.jpg,blast
200785.jpg,normal
200786.jpg,hispa
200787.jpg,tungro
200788.jpg,dead_heart
200789.jpg,tungro
200790.jpg,normal
200791.jpg,downy_mildew
200792.jpg,dead_heart
200793.jpg,normal
200794.jpg,tungro
200795.jpg,normal
200796.jpg,normal
200797.jpg,normal
200798.jpg,brown_spot
200799.jpg,dead_heart
200800.jpg,bacterial_leaf_blight
200801.jpg,dead_heart
200802.jpg,brown_spot
200803.jpg,hispa
200804.jpg,blast
200805.jpg,hispa
200806.jpg,hispa
200807.jpg,blast
200808.jpg,dead_heart
200809.jpg,downy_mildew
200810.jpg,bacterial_leaf_blight
200811.jpg,dead_heart
200812.jpg,normal
200813.jpg,normal
200814.jpg,normal
200815.jpg,dead_heart
200816.jpg,bacterial_leaf_blight
200817.jpg,brown_spot
200818.jpg,hispa
200819.jpg,brown_spot
200820.jpg,brown_spot
200821.jpg,normal
200822.jpg,bacterial_leaf_blight
200823.jpg,blast
200824.jpg,dead_heart
200825.jpg,tungro
200826.jpg,blast
200827.jpg,normal
200828.jpg,normal
200829.jpg,tungro
200830.jpg,blast
200831.jpg,bacterial_panicle_blight
200832.jpg,bacterial_leaf_blight
200833.jpg,blast
200834.jpg,hispa
200835.jpg,normal
200836.jpg,hispa
200837.jpg,brown_spot
200838.jpg,tungro
200839.jpg,brown_spot
200840.jpg,tungro
200841.jpg,brown_spot
200842.jpg,dead_heart
200843.jpg,hispa
200844.jpg,tungro
200845.jpg,bacterial_leaf_blight
200846.jpg,tungro
200847.jpg,bacterial_panicle_blight
200848.jpg,normal
200849.jpg,dead_heart
200850.jpg,dead_heart
200851.jpg,blast
200852.jpg,normal
200853.jpg,hispa
200854.jpg,dead_heart
200855.jpg,dead_heart
200856.jpg,tungro
200857.jpg,blast
200858.jpg,bacterial_leaf_blight
200859.jpg,tungro
200860.jpg,normal
200861.jpg,hispa
200862.jpg,normal
200863.jpg,dead_heart
200864.jpg,dead_heart
200865.jpg,tungro
200866.jpg,tungro
200867.jpg,tungro
200868.jpg,normal
200869.jpg,hispa
200870.jpg,hispa
200871.jpg,tungro
200872.jpg,hispa
200873.jpg,tungro
200874.jpg,dead_heart
200875.jpg,normal
200876.jpg,brown_spot
200877.jpg,tungro
200878.jpg,dead_heart
200879.jpg,blast
200880.jpg,hispa
200881.jpg,brown_spot
200882.jpg,normal
200883.jpg,hispa
200884.jpg,brown_spot
200885.jpg,hispa
200886.jpg,dead_heart
200887.jpg,dead_heart
200888.jpg,brown_spot
200889.jpg,downy_mildew
200890.jpg,blast
200891.jpg,hispa
200892.jpg,normal
200893.jpg,blast
200894.jpg,blast
200895.jpg,dead_heart
200896.jpg,normal
200897.jpg,normal
200898.jpg,tungro
200899.jpg,dead_heart
200900.jpg,normal
200901.jpg,normal
200902.jpg,hispa
200903.jpg,normal
200904.jpg,dead_heart
200905.jpg,hispa
200906.jpg,normal
200907.jpg,normal
200908.jpg,dead_heart
200909.jpg,brown_spot
200910.jpg,dead_heart
200911.jpg,hispa
200912.jpg,dead_heart
200913.jpg,dead_heart
200914.jpg,blast
200915.jpg,normal
200916.jpg,hispa
200917.jpg,bacterial_leaf_blight
200918.jpg,tungro
200919.jpg,dead_heart
200920.jpg,downy_mildew
200921.jpg,normal
200922.jpg,hispa
200923.jpg,brown_spot
200924.jpg,normal
200925.jpg,bacterial_leaf_streak
200926.jpg,normal
200927.jpg,blast
200928.jpg,hispa
200929.jpg,brown_spot
200930.jpg,brown_spot
200931.jpg,dead_heart
200932.jpg,dead_heart
200933.jpg,dead_heart
200934.jpg,blast
200935.jpg,tungro
200936.jpg,hispa
200937.jpg,normal
200938.jpg,tungro
200939.jpg,blast
200940.jpg,hispa
200941.jpg,normal
200942.jpg,hispa
200943.jpg,hispa
200944.jpg,dead_heart
200945.jpg,dead_heart
200946.jpg,downy_mildew
200947.jpg,blast
200948.jpg,bacterial_leaf_blight
200949.jpg,blast
200950.jpg,hispa
200951.jpg,hispa
200952.jpg,tungro
200953.jpg,brown_spot
200954.jpg,hispa
200955.jpg,hispa
200956.jpg,brown_spot
200957.jpg,hispa
200958.jpg,tungro
200959.jpg,tungro
200960.jpg,dead_heart
200961.jpg,normal
200962.jpg,normal
200963.jpg,hispa
200964.jpg,normal
200965.jpg,tungro
200966.jpg,dead_heart
200967.jpg,bacterial_leaf_streak
200968.jpg,blast
200969.jpg,blast
200970.jpg,bacterial_leaf_blight
200971.jpg,dead_heart
200972.jpg,brown_spot
200973.jpg,normal
200974.jpg,hispa
200975.jpg,tungro
200976.jpg,normal
200977.jpg,normal
200978.jpg,bacterial_leaf_blight
200979.jpg,normal
200980.jpg,blast
200981.jpg,bacterial_panicle_blight
200982.jpg,tungro
200983.jpg,bacterial_leaf_streak
200984.jpg,brown_spot
200985.jpg,hispa
200986.jpg,brown_spot
200987.jpg,brown_spot
200988.jpg,hispa
200989.jpg,hispa
200990.jpg,tungro
200991.jpg,blast
200992.jpg,normal
200993.jpg,normal
200994.jpg,hispa
200995.jpg,hispa
200996.jpg,blast
200997.jpg,bacterial_leaf_blight
200998.jpg,dead_heart
200999.jpg,hispa
201000.jpg,tungro
201001.jpg,downy_mildew
201002.jpg,tungro
201003.jpg,tungro
201004.jpg,normal
201005.jpg,bacterial_leaf_blight
201006.jpg,normal
201007.jpg,normal
201008.jpg,dead_heart
201009.jpg,brown_spot
201010.jpg,blast
201011.jpg,normal
201012.jpg,normal
201013.jpg,normal
201014.jpg,tungro
201015.jpg,normal
201016.jpg,dead_heart
201017.jpg,hispa
201018.jpg,bacterial_leaf_blight
201019.jpg,normal
201020.jpg,downy_mildew
201021.jpg,hispa
201022.jpg,dead_heart
201023.jpg,tungro
201024.jpg,blast
201025.jpg,normal
201026.jpg,dead_heart
201027.jpg,normal
201028.jpg,tungro
201029.jpg,hispa
201030.jpg,normal
201031.jpg,blast
201032.jpg,downy_mildew
201033.jpg,normal
201034.jpg,brown_spot
201035.jpg,tungro
201036.jpg,normal
201037.jpg,hispa
201038.jpg,bacterial_leaf_blight
201039.jpg,blast
201040.jpg,brown_spot
201041.jpg,bacterial_panicle_blight
201042.jpg,blast
201043.jpg,downy_mildew
201044.jpg,normal
201045.jpg,hispa
201046.jpg,dead_heart
201047.jpg,brown_spot
201048.jpg,dead_heart
201049.jpg,blast
201050.jpg,normal
201051.jpg,brown_spot
201052.jpg,bacterial_leaf_blight
201053.jpg,blast
201054.jpg,tungro
201055.jpg,hispa
201056.jpg,hispa
201057.jpg,downy_mildew
201058.jpg,hispa
201059.jpg,bacterial_leaf_blight
201060.jpg,bacterial_leaf_blight
201061.jpg,hispa
201062.jpg,hispa
201063.jpg,normal
201064.jpg,normal
201065.jpg,normal
201066.jpg,dead_heart
201067.jpg,normal
201068.jpg,tungro
201069.jpg,normal
201070.jpg,hispa
201071.jpg,downy_mildew
201072.jpg,blast
201073.jpg,hispa
201074.jpg,hispa
201075.jpg,bacterial_leaf_blight
201076.jpg,brown_spot
201077.jpg,tungro
201078.jpg,downy_mildew
201079.jpg,normal
201080.jpg,blast
201081.jpg,blast
201082.jpg,hispa
201083.jpg,blast
201084.jpg,hispa
201085.jpg,tungro
201086.jpg,dead_heart
201087.jpg,dead_heart
201088.jpg,hispa
201089.jpg,normal
201090.jpg,hispa
201091.jpg,normal
201092.jpg,blast
201093.jpg,hispa
201094.jpg,brown_spot
201095.jpg,brown_spot
201096.jpg,dead_heart
201097.jpg,tungro
201098.jpg,brown_spot
201099.jpg,brown_spot
201100.jpg,tungro
201101.jpg,dead_heart
201102.jpg,dead_heart
201103.jpg,blast
201104.jpg,downy_mildew
201105.jpg,dead_heart
201106.jpg,bacterial_panicle_blight
201107.jpg,bacterial_leaf_streak
201108.jpg,hispa
201109.jpg,brown_spot
201110.jpg,hispa
201111.jpg,blast
201112.jpg,tungro
201113.jpg,hispa
201114.jpg,brown_spot
201115.jpg,downy_mildew
201116.jpg,normal
201117.jpg,downy_mildew
201118.jpg,blast
201119.jpg,blast
201120.jpg,blast
201121.jpg,bacterial_leaf_blight
201122.jpg,bacterial_leaf_blight
201123.jpg,tungro
201124.jpg,bacterial_leaf_streak
201125.jpg,blast
201126.jpg,blast
201127.jpg,normal
201128.jpg,tungro
201129.jpg,blast
201130.jpg,hispa
201131.jpg,brown_spot
201132.jpg,brown_spot
201133.jpg,hispa
201134.jpg,bacterial_panicle_blight
201135.jpg,brown_spot
201136.jpg,dead_heart
201137.jpg,brown_spot
201138.jpg,tungro
201139.jpg,brown_spot
201140.jpg,brown_spot
201141.jpg,brown_spot
201142.jpg,normal
201143.jpg,blast
201144.jpg,tungro
201145.jpg,blast
201146.jpg,blast
201147.jpg,brown_spot
201148.jpg,bacterial_leaf_blight
201149.jpg,tungro
201150.jpg,hispa
201151.jpg,dead_heart
201152.jpg,normal
201153.jpg,brown_spot
201154.jpg,dead_heart
201155.jpg,dead_heart
201156.jpg,downy_mildew
201157.jpg,blast
201158.jpg,normal
201159.jpg,hispa
201160.jpg,hispa
201161.jpg,blast
201162.jpg,normal
